l_corr f_corr u_precision u_recall ts_precision ts_recall method tau seed
0.595268782033721 0.595312369289563 0.96875 0.939393939393939 0.311111111111111 0.170731707317073 NBSFA 1000 10
-0.104176187155428 0.825459159574158 0.941176470588235 0.96969696969697 0.320855614973262 0.731707317073171 NMF 1000 10
-0.518484743411594 -0.618828950788154 0.6 1 0.4 0.780487804878049 PCA 1000 10
-0.574953178344276 -0.727850526642305 0.6 1 0.2875 0.560975609756098 softImpute 1000 10
0.422954816715424 0.430295248375591 0.075 0.0909090909090909 0.317647058823529 0.658536585365854 SSVD 1000 10
-0.490321803397519 -0.682387992202156 0.6 1 0.331210191082803 0.634146341463415 PMA_cv1 1000 10
0.442420676911327 0.480011949345291 0.417721518987342 1 0.201834862385321 0.536585365853659 PMA_cv2 1000 10
-0.726004306657204 -0.790282607818679 0.794 0.544776119402985 0.634782608695652 -0.726004306657204 flashr_default 1000 10
0.895926938123134 0.832718543512544 0.918 0.743421052631579 0.982608695652174 0.895926938123134 flashr_backfit 1000 10
0.992252069477586 0.999977857581984 0.988 0.973913043478261 0.973913043478261 0.992252069477586 flashr_nn 1000 10
0.990618579692599 0.999693267946186 0.96969696969697 0.96969696969697 0.918604651162791 0.963414634146341 sn_spMF 1000 10
